ID,copiesPerL,Station,Size_Class,Depth,Bin_Size,DNAperLiter,MassperLiter,ParticlesPerLiter,Flag,δ13CVPDB (‰),δ15NAir (‰),CarbonPerLiter_mg,NitrogenPerLiter_mg,Depth_m,Temperature,Salinity,Oxygen,Fluorescence,PAR,pH,lat,long,UTMX,UTMY,depth,do,Depth2
3-1-S-0-2,768862116.2510846,3.1,0.2,Surface,1,3690.476190476191,NA,NA,FALSE,NA,NA,NA,NA,3,28.887097959183674,1.3094204081632652,3.9045489795918367,1.9880367346938776,8.566644897959184,7.918183673469388,39.2495,-76.2405,392959,4345197,13.3,85,Surface
3-1-S-1-2,1467958411.2046444,3.1,1.2,Surface,3.8,3478.72340425532,6.339999999999986,2665036540.7266245,FALSE,-28.360214191519763,10.029591998174624,1.1573693924532555,0.15589039718931547,3,28.887097959183674,1.3094204081632652,3.9045489795918367,1.9880367346938776,8.566644897959184,7.918183673469388,39.2495,-76.2405,392959,4345197,13.3,85,Surface
3-1-S-5,7229262.393104537,3.1,5,Surface,15,15.128342245989304,2.9718787878787825,76085337.18657437,FALSE,-27.219829349938927,17.127890952134646,0.8663776126632312,0.054890961629234784,3,28.887097959183674,1.3094204081632652,3.9045489795918367,1.9880367346938776,8.566644897959184,7.918183673469388,39.2495,-76.2405,392959,4345197,13.3,85,Surface
3-1-S-20,101997.83457477123,3.1,20,Surface,33,0.7870312499999998,0.5608406250000004,1393951.911792906,FALSE,-26.557312483062137,22.01444239284455,0.07948501314055822,0.009439897206942067,3,28.887097959183674,1.3094204081632652,3.9045489795918367,1.9880367346938776,8.566644897959184,7.918183673469388,39.2495,-76.2405,392959,4345197,13.3,85,Surface
3-1-S-180,9282728.246610029,3.1,180,Surface,320,30.44155844155844,0.06857142857142821,6838.999519859784,FALSE,-28.779663966317862,15.254422859455245,0.012784914263102224,0.0012369747689187952,3,28.887097959183674,1.3094204081632652,3.9045489795918367,1.9880367346938776,8.566644897959184,7.918183673469388,39.2495,-76.2405,392959,4345197,13.3,85,Surface
3-1-B-0-2,496899558.2293655,3.1,0.2,Bottom,1,3037.5,NA,NA,FALSE,NA,NA,NA,NA,7,28.674955555555556,2.5955644444444443,4.307257777777778,1.9354066666666667,0.02845995555555555,7.657844444444445,39.2495,-76.2405,392959,4345197,13.3,85,NotSurface
3-1-B-1-2,1267028384.423645,3.1,1.2,Bottom,3.8,4791.666666666667,18.499999999999996,12051054000.283236,FALSE,-30.40635830759307,8.7066838552216,1.0546117728896653,0.13564261413865047,7,28.674955555555556,2.5955644444444443,4.307257777777778,1.9354066666666667,0.02845995555555555,7.657844444444445,39.2495,-76.2405,392959,4345197,13.3,85,NotSurface
3-1-B-5,103298335.65073131,3.1,5,Bottom,15,2191.621621621621,36.18518918918916,404577993.2479047,FALSE,-29.23061066685861,9.757523491702399,1.59459780528426,0.16637632646509068,7,28.674955555555556,2.5955644444444443,4.307257777777778,1.9354066666666667,0.02845995555555555,7.657844444444445,39.2495,-76.2405,392959,4345197,13.3,85,NotSurface
3-1-B-20,41097709.36684719,3.1,20,Bottom,33,168.10267857142858,12.350925000000002,8675915.822146215,FALSE,-29.6723224979898,7.648691758803499,0.4637692426110636,0.04304487639021441,7,28.674955555555556,2.5955644444444443,4.307257777777778,1.9354066666666667,0.02845995555555555,7.657844444444445,39.2495,-76.2405,392959,4345197,13.3,85,NotSurface
3-1-B-53,12651489.954247063,3.1,53,Bottom,127,203.99999999999997,2.786142857142857,1287664.5504342762,FALSE,-28.947038147456485,9.519603963858222,0.3829516999025594,0.03268851814569677,7,28.674955555555556,2.5955644444444443,4.307257777777778,1.9354066666666667,0.02845995555555555,7.657844444444445,39.2495,-76.2405,392959,4345197,13.3,85,NotSurface
3-1-B-180,4993889.648882809,3.1,180,Bottom,320,79.61904761904762,0.5001142857142863,54628.34656960949,FALSE,-27.434482094864503,11.420047946225242,0.06813706281800572,0.010719587781322324,7,28.674955555555556,2.5955644444444443,4.307257777777778,1.9354066666666667,0.02845995555555555,7.657844444444445,39.2495,-76.2405,392959,4345197,13.3,85,NotSurface
3-1-B-500,275839.90083990083,3.1,500,Bottom,500,11.007936507936508,0.2822857142857147,2812.674626975989,FALSE,-28.721420019059423,14.59036145690199,0.024727649518088327,0.0022201681614984615,7,28.674955555555556,2.5955644444444443,4.307257777777778,1.9354066666666667,0.02845995555555555,7.657844444444445,39.2495,-76.2405,392959,4345197,13.3,85,NotSurface
3-2-S-0-2,1642565540.9908903,3.2,0.2,Surface,1,3624.999999999999,NA,NA,FALSE,NA,NA,NA,NA,3,28.214134782608696,5.391554347826087,4.237889130434783,2.4661369565217393,3.9392271739130433,7.917869565217392,39.16369,-76.30631,387143,4335754,12.2,54,Surface
3-2-S-1-2,2266348777.30947,3.2,1.2,Surface,3.8,4338.235294117647,13.469999999999978,1751184793.6175833,FALSE,-29.556534126604845,14.661167242052143,1.18380605795578,0.1505789278913557,3,28.214134782608696,5.391554347826087,4.237889130434783,2.4661369565217393,3.9392271739130433,7.917869565217392,39.16369,-76.30631,387143,4335754,12.2,54,Surface
3-2-S-5,411603438.2543771,3.2,5,Surface,15,1451.9195612431442,8.515016975711692,78682115.18375617,FALSE,-30.007830072168726,21.671664385190454,0.5943267930547502,0.051946503239273946,3,28.214134782608696,5.391554347826087,4.237889130434783,2.4661369565217393,3.9392271739130433,7.917869565217392,39.16369,-76.30631,387143,4335754,12.2,54,Surface
3-2-S-20,28922994.37934794,3.2,20,Surface,33,128.94230769230768,0.3802153846153849,2239419.940448375,FALSE,-26.983512424619782,10.302415848334512,0.045137776627478046,0.007009274488622836,3,28.214134782608696,5.391554347826087,4.237889130434783,2.4661369565217393,3.9392271739130433,7.917869565217392,39.16369,-76.30631,387143,4335754,12.2,54,Surface
3-2-S-53,22691842.419170506,3.2,53,Surface,127,161.92307692307693,0.34461538461538416,405558.7999226507,FALSE,-27.27899242185768,12.200028732391255,0.05085286575159301,0.007380638315971256,3,28.214134782608696,5.391554347826087,4.237889130434783,2.4661369565217393,3.9392271739130433,7.917869565217392,39.16369,-76.30631,387143,4335754,12.2,54,Surface
3-2-S-180,1413071.8601294593,3.2,180,Surface,320,6.742603550295858,0.19446923076923017,22085.32353119902,FALSE,-30.895076732178655,12.95314793222278,0.01977322771813512,0.0020724987947212596,3,28.214134782608696,5.391554347826087,4.237889130434783,2.4661369565217393,3.9392271739130433,7.917869565217392,39.16369,-76.30631,387143,4335754,12.2,54,Surface
3-2-S-500,469443.60000000003,3.2,500,Surface,500,2.16,0.2490000000000002,1400.917311506142,FALSE,-30.717710650949996,41.35161248258856,0.014786360170934983,0.001671730057513598,3,28.214134782608696,5.391554347826087,4.237889130434783,2.4661369565217393,3.9392271739130433,7.917869565217392,39.16369,-76.30631,387143,4335754,12.2,54,Surface
3-2-B-0-2,1221751609.2178226,3.2,0.2,Bottom,1,4647.058823529412,NA,NA,FALSE,NA,NA,NA,NA,7,27.516167391304347,7.895728260869565,1.340467391304348,1.6939456521739131,0.01273586956521739,7.6725,39.16369,-76.30631,387143,4335754,12.2,54,NotSurface
3-2-B-1-2,3314204225.2824917,3.2,1.2,Bottom,3.8,10419.354838709674,18.37619047619048,2852537419.5187325,FALSE,-28.22410373484618,10.331091601453815,1.1164143220439444,0.14588060378536746,7,27.516167391304347,7.895728260869565,1.340467391304348,1.6939456521739131,0.01273586956521739,7.6725,39.16369,-76.30631,387143,4335754,12.2,54,NotSurface
3-2-B-5,518845285.6018113,3.2,5,Bottom,15,2256.410256410256,12.274871794871794,126522116.24009936,FALSE,-28.88855442994023,10.317437875445737,0.5545078346037663,0.06916617847770938,7,27.516167391304347,7.895728260869565,1.340467391304348,1.6939456521739131,0.01273586956521739,7.6725,39.16369,-76.30631,387143,4335754,12.2,54,NotSurface
3-2-B-20,34098985.1604925,3.2,20,Bottom,33,153.61309523809524,1.8550535714285712,3556128.5486400328,FALSE,-27.44015196278784,8.962043249484482,0.14649236372190003,0.015594826676293288,7,27.516167391304347,7.895728260869565,1.340467391304348,1.6939456521739131,0.01273586956521739,7.6725,39.16369,-76.30631,387143,4335754,12.2,54,NotSurface
3-2-B-53,22378989.131345868,3.2,53,Bottom,127,178.28571428571428,0.5324571428571425,638359.6942055683,FALSE,-25.816069812910563,12.156196168299882,0.05345784084170509,0.009267151982843187,7,27.516167391304347,7.895728260869565,1.340467391304348,1.6939456521739131,0.01273586956521739,7.6725,39.16369,-76.30631,387143,4335754,12.2,54,NotSurface
3-2-B-180,17743706.822616685,3.2,180,Bottom,320,165.98214285714286,0.42491428571428574,34380.326109633694,FALSE,-26.551086295133995,11.355737245567,0.0418924794948397,0.004729708828339885,7,27.516167391304347,7.895728260869565,1.340467391304348,1.6939456521739131,0.01273586956521739,7.6725,39.16369,-76.30631,387143,4335754,12.2,54,NotSurface
3-2-B-500,3081186.104969805,3.2,500,Bottom,500,17.528361344537814,0.4158095238095243,2160.7442376247272,FALSE,-25.2376662502914,12.947725189918286,0.021382840779752294,0.003502965712486833,7,27.516167391304347,7.895728260869565,1.340467391304348,1.6939456521739131,0.01273586956521739,7.6725,39.16369,-76.30631,387143,4335754,12.2,54,NotSurface
3-3-S-20,67403073.86112338,3.3,20,Surface,33,141.08823529411762,0.5234218487394956,1096903.2627314955,FALSE,-25.8352659191424,9.288274075441935,0.12033301181266207,0.010962464186098315,3,29.04132352941177,5.5194431372549015,6.8094078431372544,5.669545098039215,0.4378559607843137,8.634607843137255,38.99596,-76.35967,382254,4317207,24.1,10,Surface
3-3-S-53,42597238.346257955,3.3,53,Surface,127,183.94117647058823,0.43257352941176447,134081.75768850488,FALSE,NA,NA,NA,NA,3,29.04132352941177,5.5194431372549015,6.8094078431372544,5.669545098039215,0.4378559607843137,8.634607843137255,38.99596,-76.35967,382254,4317207,24.1,10,Surface
3-3-S-180,6144331.042845594,3.3,180,Surface,320,35.44117647058823,0.3594705882352945,4459.038902006513,FALSE,-27.77680793240266,10.534852736747094,0.0366908840152884,0.0017888258457200126,3,29.04132352941177,5.5194431372549015,6.8094078431372544,5.669545098039215,0.4378559607843137,8.634607843137255,38.99596,-76.35967,382254,4317207,24.1,10,Surface
3-3-S-500,10405459.432752063,3.3,500,Surface,500,47.352941176470594,0.4037647058823532,187.31988337137665,FALSE,-27.5333873839466,11.55966039332954,0.049115405819264095,0.003040078790655288,3,29.04132352941177,5.5194431372549015,6.8094078431372544,5.669545098039215,0.4378559607843137,8.634607843137255,38.99596,-76.35967,382254,4317207,24.1,10,Surface
3-3-B-0-2,999923696.1776395,3.3,0.2,Oxycline,1,1839.2857142857144,NA,NA,FALSE,NA,NA,NA,NA,7,28.91929347826087,6.767269565217391,4.837482608695653,3.0308065217391307,0.01259917391304347,8.394434782608696,38.99596,-76.35967,382254,4317207,24.1,10,NotSurface
3-3-B-1-2,1687200697.290456,3.3,1.2,Oxycline,3.8,6548.387096774192,17.252380952380953,1255963881.411833,FALSE,-27.336185482570787,8.70662759686307,0.9606719318247079,0.1147399252472175,7,28.91929347826087,6.767269565217391,4.837482608695653,3.0308065217391307,0.01259917391304347,8.394434782608696,38.99596,-76.35967,382254,4317207,24.1,10,NotSurface
3-3-B-5,621054682.0648394,3.3,5,Oxycline,15,2400.0000000000005,11.687225806451613,53317319.60631873,FALSE,-27.100432501025526,11.596504599175498,0.7730616814162593,0.052484673245241475,7,28.91929347826087,6.767269565217391,4.837482608695653,3.0308065217391307,0.01259917391304347,8.394434782608696,38.99596,-76.35967,382254,4317207,24.1,10,NotSurface
3-3-B-20,73998521.76191013,3.3,20,Oxycline,33,276.11111111111114,2.6403999999999996,1436084.9013330543,FALSE,-27.1411507709054,9.842965309450527,0.18728712870960515,0.017464409486635055,7,28.91929347826087,6.767269565217391,4.837482608695653,3.0308065217391307,0.01259917391304347,8.394434782608696,38.99596,-76.35967,382254,4317207,24.1,10,NotSurface
3-3-B-53,38728236.01763713,3.3,53,Oxycline,127,522.4197530864197,2.219933333333333,250186.14662723453,FALSE,-26.41666011514269,10.44883418627307,0.4532238493377941,0.019624366249955224,7,28.91929347826087,6.767269565217391,4.837482608695653,3.0308065217391307,0.01259917391304347,8.394434782608696,38.99596,-76.35967,382254,4317207,24.1,10,NotSurface
3-3-B-180,12442058.421765301,3.3,180,Oxycline,320,88.43033509700177,0.7627724867724869,12977.532459906426,FALSE,-26.290820709742253,12.861523461814071,0.1009544527573219,0.0022932439703124267,7,28.91929347826087,6.767269565217391,4.837482608695653,3.0308065217391307,0.01259917391304347,8.394434782608696,38.99596,-76.35967,382254,4317207,24.1,10,NotSurface
3-3-B-500,8306620.465334546,3.3,500,Oxycline,500,39.79506172839506,1.330417283950617,790.40963258560555,FALSE,-26.271298910912574,12.54345610901248,0.34391491157448145,0.0029576652276840035,7,28.91929347826087,6.767269565217391,4.837482608695653,3.0308065217391307,0.01259917391304347,8.394434782608696,38.99596,-76.35967,382254,4317207,24.1,10,NotSurface
4-3-S-0-2,16250971.035401177,4.3,0.2,Surface,1,6875,NA,NA,FALSE,NA,NA,NA,NA,3,29.551671111111112,9.220331111111111,6.435515555555556,2.576871111111111,5.496935555555556,8.72391111111111,38.55505,-76.42794,375578,4268368,27.1,8,Surface
4-3-S-20,75791952.89786732,4.3,20,Surface,33,160.03846153846155,0.7980865384615388,713402.1866344821,FALSE,-25.97841489486166,10.15895896431379,0.13735371202399693,0.007763011639609456,3,29.551671111111112,9.220331111111111,6.435515555555556,2.576871111111111,5.496935555555556,8.72391111111111,38.55505,-76.42794,375578,4268368,27.1,8,Surface
4-3-S-53,51829008.61943166,4.3,53,Surface,127,205.96153846153845,0.6313846153846157,92033.12064412948,FALSE,-25.067124579610894,11.56384376112073,0.1937085318984375,0.011415487648314106,3,29.551671111111112,9.220331111111111,6.435515555555556,2.576871111111111,5.496935555555556,8.72391111111111,38.55505,-76.42794,375578,4268368,27.1,8,Surface
4-3-S-180,33048813.715493634,4.3,180,Surface,320,114.38282647584974,0.613746153846154,3274.789606277268,FALSE,-26.138357175813297,11.792570597118598,0.13654484984976073,0.002178611923221003,3,29.551671111111112,9.220331111111111,6.435515555555556,2.576871111111111,5.496935555555556,8.72391111111111,38.55505,-76.42794,375578,4268368,27.1,8,Surface
4-3-S-500,11624307.526618352,4.3,500,Surface,500,30.33119658119658,0.7495141700404855,145.56785387158584,FALSE,-26.402745140230007,11.508678934385875,0.12743337459621606,0.0031647609227324898,3,29.551671111111112,9.220331111111111,6.435515555555556,2.576871111111111,5.496935555555556,8.72391111111111,38.55505,-76.42794,375578,4268368,27.1,8,Surface
4-3-O-1-2,1133789512.896016,4.3,1.2,Oxycline,3.8,3345.0704225352115,24.01666666666667,1278792133.3252194,FALSE,-27.21310482208941,8.442665229001802,1.1578349977960185,0.08782023381113872,6,28.26795652173913,10.414397826086956,2.7837239130434783,1.8233369565217392,0.483895,8.459,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-O-5,152201817.38615596,4.3,5,Oxycline,15,534.1666666666667,19.99000000000001,36050243.80296027,FALSE,-28.434141926401402,19.165974799293497,0.5703684431752284,0.02562173150787917,6,28.26795652173913,10.414397826086956,2.7837239130434783,1.8233369565217392,0.483895,8.459,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-O-53,19314809.240634676,4.3,53,Oxycline,127,116.17142857142856,1.3101079999999992,85940.91129395743,FALSE,-25.065988860709904,9.109514108171647,0.05759316913963927,0.009852822788401801,6,28.26795652173913,10.414397826086956,2.7837239130434783,1.8233369565217392,0.483895,8.459,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-O-180,8797346.568895223,4.3,180,Oxycline,320,42.15483870967742,1.09728,3139.1743112082067,FALSE,-26.33743740651938,12.849846533846119,0.09764407004368249,0.0015572735557909116,6,28.26795652173913,10.414397826086956,2.7837239130434783,1.8233369565217392,0.483895,8.459,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-O-500,23518327.496679142,4.3,500,Oxycline,500,117.3153846153846,1.2170499999999995,142.62754548525777,FALSE,-26.211265067153413,8.790771379605081,0.16146193459062944,0.0030582642440676656,6,28.26795652173913,10.414397826086956,2.7837239130434783,1.8233369565217392,0.483895,8.459,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-B-0-2,697777579.1995976,4.3,0.2,Bottom,1,1589.2857142857142,NA,NA,FALSE,NA,NA,NA,NA,19,23.40519340659341,19.68129010989011,0.03736043956043956,0.5182604395604395,0.01260256043956043,7.612549450549451,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-B-1-2,1663465654.2017107,4.3,1.2,Bottom,3.8,3813.559322033898,13.194999999999997,252054965.52526227,FALSE,-26.033610805773012,13.57738743034179,3.3039044690030486,0.10463289230808466,19,23.40519340659341,19.68129010989011,0.03736043956043956,0.5182604395604395,0.01260256043956043,7.612549450549451,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-B-5,85862472.25861369,4.3,5,Bottom,15,426.5767725097869,9.8,11040303.532043412,FALSE,-27.335234274158385,11.825018612642877,1.185660974620814,0.046631029331801056,19,23.40519340659341,19.68129010989011,0.03736043956043956,0.5182604395604395,0.01260256043956043,7.612549450549451,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-B-20,12552474.398569876,4.3,20,Bottom,33,47.35023041474655,0.49253225806451567,306548.0463183734,FALSE,-25.59247146410015,20.929673615417496,0.06593442903200258,0.004138007387574387,19,23.40519340659341,19.68129010989011,0.03736043956043956,0.5182604395604395,0.01260256043956043,7.612549450549451,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-B-53,6331999.277804526,4.3,53,Bottom,127,16.75907258064516,0.6044086021505378,54558.85823066413,FALSE,-25.898665874292455,10.855826602953012,0.11740956441665883,0.004580298380723007,19,23.40519340659341,19.68129010989011,0.03736043956043956,0.5182604395604395,0.01260256043956043,7.612549450549451,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-B-180,3858104.804373106,4.3,180,Bottom,320,6.61439205955335,0.7391435483870966,2906.974009329737,FALSE,-29.08158575214401,13.272449879422927,0.018877212291437653,0.0012784563363521784,19,23.40519340659341,19.68129010989011,0.03736043956043956,0.5182604395604395,0.01260256043956043,7.612549450549451,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
4-3-B-500,2485469.087425006,4.3,500,Bottom,500,11.77047146401985,0.5830000000000001,181.06454546374857,FALSE,-26.234742668112336,14.875822249083985,0.07016051051188221,0.0024811146640632224,19,23.40519340659341,19.68129010989011,0.03736043956043956,0.5182604395604395,0.01260256043956043,7.612549450549451,38.55505,-76.42794,375578,4268368,27.1,8,NotSurface
5-1-S-1-2,4313153816.350252,5.1,1.2,Surface,3.8,20000,11.451428571428558,877191459.674279,FALSE,-24.104259944446206,10.416043311346343,2.3878750415730376,0.32568496289532045,7,29.453545833333333,10.711570833333331,5.682822916666667,2.7735833333333333,0.6010885416666667,8.7154375,38.3187,-76.29215,387043,4241966,34.3,11,Surface
5-1-S-5,254299898.8699819,5.1,5,Surface,15,1677.1825396825393,7.020105820105822,33670394.71778182,FALSE,-26.644538690291135,10.81460081448002,0.591065938683303,0.044007467801591864,7,29.453545833333333,10.711570833333331,5.682822916666667,2.7735833333333333,0.6010885416666667,8.7154375,38.3187,-76.29215,387043,4241966,34.3,11,Surface
5-1-S-20,8617332.60058427,5.1,20,Surface,33,72.4891774891775,0.4534621212121208,822382.3043315957,FALSE,-24.711951504988036,9.161851067517647,0.05221751195404076,0.0058818132253772824,7,29.453545833333333,10.711570833333331,5.682822916666667,2.7735833333333333,0.6010885416666667,8.7154375,38.3187,-76.29215,387043,4241966,34.3,11,Surface
5-1-S-53,30503832.51761318,5.1,53,Surface,127,180.5555555555556,0.4494285714285712,133748.59272915902,FALSE,-25.25788048484067,9.97990117645362,0.041960138783854864,0.006621773058391024,7,29.453545833333333,10.711570833333331,5.682822916666667,2.7735833333333333,0.6010885416666667,8.7154375,38.3187,-76.29215,387043,4241966,34.3,11,Surface
5-1-S-180,9590921.11837669,5.1,180,Surface,320,49.34889434889435,0.4600945945945946,6364.241299307818,FALSE,-28.511387354318618,13.206672615415151,0.03055625724894827,0.002083245235911704,7,29.453545833333333,10.711570833333331,5.682822916666667,2.7735833333333333,0.6010885416666667,8.7154375,38.3187,-76.29215,387043,4241966,34.3,11,Surface
5-1-S-500,12204365.960560212,5.1,500,Surface,500,73.95577395577395,1.2444432432432428,360.6582134229684,FALSE,-25.898479581261018,17.17084935436495,0.1082915690039252,0.006173828897449247,7,29.453545833333333,10.711570833333331,5.682822916666667,2.7735833333333333,0.6010885416666667,8.7154375,38.3187,-76.29215,387043,4241966,34.3,11,Surface
C_5P1B_0P2,1124669259.6566525,5.1,0.2,Bottom,1,2962.5,NA,NA,FALSE,NA,NA,NA,NA,32.5,23.442383333333332,20.454066666666662,0.03151666666666666,0.5269666666666667,0.01257083333333333,7.581166666666666,38.3187,-76.29215,387043,4241966,34.3,11,NotSurface
C_5P1B_1P2,2285268029.30968,5.1,1.2,Bottom,3.8,5500,21.09,505516222.5652967,FALSE,-26.80136979110956,9.20379144511856,0.9117221668022094,0.10942543216050028,32.5,23.442383333333332,20.454066666666662,0.03151666666666666,0.5269666666666667,0.01257083333333333,7.581166666666666,38.3187,-76.29215,387043,4241966,34.3,11,NotSurface
C_5P1B_20,24805934.185901437,5.1,20,Bottom,33,82.33333333333334,1.1185571428571428,586319.4884757549,FALSE,-26.264994363061046,10.393348525260226,0.07901244284543464,0.008248563822021876,32.5,23.442383333333332,20.454066666666662,0.03151666666666666,0.5269666666666667,0.01257083333333333,7.581166666666666,38.3187,-76.29215,387043,4241966,34.3,11,NotSurface
C_5P1B_53,5360937.633089727,5.1,53,Bottom,127,33.91666666666667,0.5403156249999997,102651.15629558737,FALSE,-27.856831974579254,11.005441164663642,0.02283710284859922,0.0016943016907500698,32.5,23.442383333333332,20.454066666666662,0.03151666666666666,0.5269666666666667,0.01257083333333333,7.581166666666666,38.3187,-76.29215,387043,4241966,34.3,11,NotSurface
C_5P1B_180,1253735.3401727863,5.1,180,Bottom,320,5.53875,0.5375999999999999,5357.787855506356,FALSE,-30.313126794399974,9.979141349484303,0.01721768350684777,0.0013933290361132873,32.5,23.442383333333332,20.454066666666662,0.03151666666666666,0.5269666666666667,0.01257083333333333,7.581166666666666,38.3187,-76.29215,387043,4241966,34.3,11,NotSurface
C_5P1B_500,1114454.6403556035,5.1,500,Bottom,500,4.306640625,0.2211,328.0165093397,FALSE,-26.231947262449697,11.150408346797446,0.12110350362472896,0.001318477527655354,32.5,23.442383333333332,20.454066666666662,0.03151666666666666,0.5269666666666667,0.01257083333333333,7.581166666666666,38.3187,-76.29215,387043,4241966,34.3,11,NotSurface
5-5-S-5,435338833.8037682,5.5,5,Surface,15,1429.1666666666663,6.30352941176471,42749000.93629748,FALSE,-25.571180861343997,15.093091726657178,0.7156251871202703,0.044046475355674214,3,30.08593181818182,12.544125,7.858227272727273,2.476106818181818,2.3691750000000003,8.813386363636363,37.6918,-76.18967,395112,4172286,17.7,56,Surface
5-5-S-53,30487815.510702297,5.5,53,Surface,127,171.0344827586207,0.7429488703923901,215729.19054097572,FALSE,-24.585578627025455,9.994919737366478,0.10746733960123248,0.007896708779021511,3,30.08593181818182,12.544125,7.858227272727273,2.476106818181818,2.3691750000000003,8.813386363636363,37.6918,-76.18967,395112,4172286,17.7,56,Surface
5-5-S-180,19493941.44421208,5.5,180,Surface,320,121.69117647058822,0.4061666666666669,11619.753531613916,FALSE,-26.436466188885635,11.593714586341493,0.027490638057947218,0.0028826159689260052,3,30.08593181818182,12.544125,7.858227272727273,2.476106818181818,2.3691750000000003,8.813386363636363,37.6918,-76.18967,395112,4172286,17.7,56,Surface
5-5-S-500,3036790.835107327,5.5,500,Surface,500,9.825555555555557,0.46849047619047657,730.342560879061,FALSE,-30.412121248046297,33.053324669094536,0.016266516024362486,8.962013750192803e-4,3,30.08593181818182,12.544125,7.858227272727273,2.476106818181818,2.3691750000000003,8.813386363636363,37.6918,-76.18967,395112,4172286,17.7,56,Surface
5-5-B-0-2,22928764887.669712,5.5,0.2,Bottom,1,4354.8387096774195,NA,NA,FALSE,NA,NA,NA,NA,13,25.58955909090909,20.04574318181818,0.2738340909090909,0.6455318181818182,0.02345915909090909,7.780181818181818,37.6918,-76.18967,395112,4172286,17.7,56,NotSurface
5-5-B-5,70453013.72939593,5.5,5,Bottom,15,210.80246913580245,6.135000000000001,21043419.722688217,FALSE,-27.709769568380167,7.612087609042509,0.22569672911958447,0.026376849634387307,13,25.58955909090909,20.04574318181818,0.2738340909090909,0.6455318181818182,0.02345915909090909,7.780181818181818,37.6918,-76.18967,395112,4172286,17.7,56,NotSurface
5-5-B-53,25411472.099202834,5.5,53,Bottom,127,129.6,1.2011999999999996,128012.1477484509,FALSE,-26.869729966299396,11.51617027375897,0.07869901462798083,0.004682984128404611,13,25.58955909090909,20.04574318181818,0.2738340909090909,0.6455318181818182,0.02345915909090909,7.780181818181818,37.6918,-76.18967,395112,4172286,17.7,56,NotSurface
5-5-B-180,4775624.493365759,5.5,180,Bottom,320,11.687500000000002,0.9568875,7595.686525473253,FALSE,-31.233192988042966,28.043824713133777,0.01879989599879694,0.0028939510463233593,13,25.58955909090909,20.04574318181818,0.2738340909090909,0.6455318181818182,0.02345915909090909,7.780181818181818,37.6918,-76.18967,395112,4172286,17.7,56,NotSurface
5-5-B-500,1667721.1948932777,5.5,500,Bottom,500,7.182500000000001,1.39468,517.6246323898116,FALSE,-27.938256499065247,14.76775263700823,0.03974931138322573,0.0031639626970187806,13,25.58955909090909,20.04574318181818,0.2738340909090909,0.6455318181818182,0.02345915909090909,7.780181818181818,37.6918,-76.18967,395112,4172286,17.7,56,NotSurface
